product_class_id,product_id,product_type_id,class_category_id1,class_category_id2,delivery_date_id,creator_id,product_code,stock,stock_unlimited,sale_limit,price01,price02,delivery_fee,create_date,update_date,del_flg
187,3,2,,,,1,recipe-01,,1,,,100,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
188,2,1,,,,1,nabe-01,100,0,5,1700,1650,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
189,1,1,,,,1,ice-01,,1,,1000,933,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
190,1783,1,,,,1,s-ms030,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
191,930,1,,,,1,i-hm325,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
192,1388,1,,,,1,s-bg019,,1,1,,91800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
193,1495,1,,,,1,s-fr087,,1,1,,91800,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
194,30,1,,,,1,i-ym314,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
195,119,1,,,,1,y-5s526,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
196,118,1,,,,1,y-5s527,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
197,117,1,,,,1,y-5s528,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
198,116,1,,,,1,y-7s504,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
199,115,1,,,,1,y-7s505,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
200,114,1,,,,1,y-7s506,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
201,113,1,,,,1,y-ym420,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
202,112,1,,,,1,y-ym421,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
203,111,1,,,,1,y-ym422,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
204,110,1,,,,1,i-nh304,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
205,109,1,,,,1,i-nh305,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
206,108,1,,,,1,i-nh307,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
207,107,1,,,,1,g-nr102,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
208,106,1,,,,1,g-nr103,,1,1,,59400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
209,105,1,,,,1,g-nr105,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
210,104,1,,,,1,g-nr106,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
211,103,1,,,,1,y-fr479,,1,1,,59400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
212,102,1,,,,1,y-fr481,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
213,101,1,,,,1,y-fr483,,1,1,,75600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
214,100,1,,,,1,y-fr489,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
215,99,1,,,,1,y-fr402,,1,1,,102600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
216,98,1,,,,1,y-fr403,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
217,97,1,,,,1,y-hm506,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
218,96,1,,,,1,y-hm507,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
219,95,1,,,,1,y-hm508,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
220,1387,1,,,,1,s-bg018,,1,1,,81000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
221,93,1,,,,1,y-hm510,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
222,92,1,,,,1,y-hm511,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
223,91,1,,,,1,y-hm512,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
224,90,1,,,,1,y-hm513,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
225,89,1,,,,1,y-hk507,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
226,88,1,,,,1,y-hk506,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
227,87,1,,,,1,y-hk505,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
228,86,1,,,,1,y-hk504,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
229,85,1,,,,1,i-hm305,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
230,84,1,,,,1,i-hm306,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
231,83,1,,,,1,i-hm307,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
232,82,1,,,,1,i-3s033,,1,1,,16200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
233,81,1,,,,1,i-3s032,,1,1,,16200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
234,79,1,,,,1,i-5s326,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
235,78,1,,,,1,i-5s325,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
236,77,1,,,,1,i-5s324,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
237,76,1,,,,1,i-kt313,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
238,75,1,,,,1,i-kt312,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
239,74,1,,,,1,i-kt311,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
240,73,1,,,,1,i-kt310,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
241,72,1,,,,1,i-kt309,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
242,71,1,,,,1,i-kt308,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
243,70,1,,,,1,s-bg011,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
244,69,1,,,,1,s-bg012,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
245,68,1,,,,1,s-bg013,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
246,67,1,,,,1,s-hk003,,1,1,,39960,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
247,66,1,,,,1,s-hk004,,1,1,,39960,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
248,65,1,,,,1,s-hk005,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
249,64,1,,,,1,s-hm004,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
250,63,1,,,,1,s-hm005,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
251,62,1,,,,1,s-hm006,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
252,61,1,,,,1,s-hm009,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
253,60,1,,,,1,s-hm010,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
254,57,1,,,,1,s-yw151,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
255,56,1,,,,1,s-ym157,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
256,55,1,,,,1,s-ym156,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
257,54,1,,,,1,s-ym155,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
258,53,1,,,,1,s-bg051,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
259,52,1,,,,1,s-bg052,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
260,51,1,,,,1,s-7s009,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
261,50,1,,,,1,s-7s008,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
262,49,1,,,,1,s-7s007,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
263,48,1,,,,1,s-7s006,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
264,47,1,,,,1,g-hm110,,1,1,,21600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
265,46,1,,,,1,g-hm111,,1,1,,21600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
266,45,1,,,,1,g-hm112,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
267,44,1,,,,1,g-nh112,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
268,43,1,,,,1,g-nh116,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
269,42,1,,,,1,g-nh117,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
270,41,1,,,,1,g-nh118,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
271,40,1,,,,1,g-nh120,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
272,39,1,,,,1,g-ms133,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
273,38,1,,,,1,g-ms106,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
274,37,1,,,,1,s-fr019,,1,1,,70200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
275,36,1,,,,1,s-fr017,,1,1,,75600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
276,35,1,,,,1,g-yw151,,1,1,,13500,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
277,34,1,,,,1,g-ms133,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
278,26,1,,,,1,i-ym318,,1,1,,5400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
279,25,1,,,,1,i-ym319,,1,1,,5400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
280,22,1,,,,1,i-ym332,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
281,33,1,,,,1,g-ms106,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
282,94,1,,,,1,y-hm509,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
283,31,1,,,,1,s-fr116,,1,1,,86400,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
284,80,1,,,,1,i-3s031,,1,1,,16200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
285,23,1,,,,1,i-ym321,,1,1,,5400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
286,28,1,,,,1,i-ym316,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
287,58,1,,,,1,s-yw150,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
288,59,1,,,,1,s-yw149,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
289,29,1,,,,1,i-ym315,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
290,24,1,,,,1,i-ym320,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
291,27,1,,,,1,i-ym317,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
292,32,1,,,,1,s-fr116,,1,1,,86400,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
293,907,1,,,,1,i-hk002,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
294,1400,1,,,,1,s-bg031,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
295,621,1,,,,1,g-yw112,,1,1,,8640,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
296,2867,1,,,,1,y-it425,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
297,1392,1,,,,1,s-bg023,,1,1,,97200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
298,2632,1,,,,1,y-nr493,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
299,1386,1,,,,1,s-bg017,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
300,1398,1,,,,1,s-bg029,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
301,3063,1,,,,1,s-km049,,1,1,,16200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
302,1385,1,,,,1,s-bg016,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
303,1412,1,,,,1,s-bg043,,1,1,,129600,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
304,1104,1,,,,1,i-nh323,,1,1,,21600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
305,2536,1,,,,1,y-kt436,,1,1,,59400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
306,1397,1,,,,1,s-bg028,,1,1,,97200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
307,1390,1,,,,1,s-bg021,,1,1,,70200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
308,2871,1,,,,1,y-it431,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
309,1391,1,,,,1,s-bg022,,1,1,,102600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
310,785,1,,,,1,i-7s333,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
311,767,1,,,,1,i-7s315,,1,1,,27000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
312,2873,1,,,,1,y-it429,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
313,1482,1,,,,1,s-fr070,,1,1,,81000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
314,1399,1,,,,1,s-bg030,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
315,2868,1,,,,1,y-it430,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
316,1771,1,,,,1,s-ms017,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
317,1769,1,,,,1,s-ms015,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
318,1784,1,,,,1,s-ms031,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
319,906,1,,,,1,i-nk001,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
320,3078,1,,,,1,g-it126,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
321,848,1,,,,1,i-fr365,,1,1,,129600,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
322,3076,1,,,,1,g-it121,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
323,2655,1,,,,1,y-nr516,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
324,3085,1,,,,1,g-it124,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
325,3087,1,,,,1,g-it122,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
326,3088,1,,,,1,g-it118,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
327,3070,1,,,,1,g-kt143,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
328,3089,1,,,,1,g-it128,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
329,2992,1,,,,1,s-yw261,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
330,2988,1,,,,1,s-yw257,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
331,788,1,,,,1,i-fr301,,1,1,,162000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
332,3083,1,,,,1,g-it135,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
333,790,1,,,,1,i-fr303,,1,1,,151200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
334,2991,1,,,,1,s-yw260,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
335,3079,1,,,,1,g-it127,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
336,804,1,,,,1,i-fr317,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
337,805,1,,,,1,i-fr318,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
338,2987,1,,,,1,s-yw256,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
339,2993,1,,,,1,s-yw262,,1,1,,10800,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
340,806,1,,,,1,i-fr319,,1,1,,97200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
341,807,1,,,,1,i-fr320,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
342,2986,1,,,,1,s-yw255,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
343,2990,1,,,,1,s-yw259,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
344,809,1,,,,1,i-fr322,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
345,829,1,,,,1,i-fr346,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
346,830,1,,,,1,i-fr347,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
347,831,1,,,,1,i-fr348,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
348,832,1,,,,1,i-fr349,,1,1,,81000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
349,834,1,,,,1,i-fr351,,1,1,,75600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
350,3084,1,,,,1,g-it129,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
351,849,1,,,,1,i-fr366,-2,1,1,,151200,,"2017-03-14 20:09:01","2017-10-06 18:53:58",0
352,850,1,,,,1,i-fr367,,1,1,,129600,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
353,852,1,,,,1,i-fr369,,1,1,,102600,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
354,855,1,,,,1,i-fr372,,1,1,,91800,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
355,3080,1,,,,1,g-it130,,1,1,,48600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
356,3077,1,,,,1,g-it123,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
357,3082,1,,,,1,g-it134,,1,1,,59400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
358,3406,1,,,,1,s-ms041,,1,1,,64800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
359,3086,1,,,,1,g-it125,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
360,699,1,,,,1,i-3s302,,1,1,,10800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
361,323,1,,,,1,g-km113,,1,1,,9720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
362,184,1,,,,1,g-hk111,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
363,186,1,,,,1,g-hk113,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
364,2659,1,,,,1,y-nr520,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
365,796,1,,,,1,i-fr309,,1,1,,97200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
366,187,1,,,,1,g-hk114,,1,1,,39960,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
367,188,1,,,,1,g-hk115,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
368,189,1,,,,1,g-hk116,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
369,191,1,,,,1,g-hk118,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
370,2658,1,,,,1,y-nr519,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
371,192,1,,,,1,g-hk119,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
372,193,1,,,,1,g-hk120,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
373,194,1,,,,1,g-hk121,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
374,195,1,,,,1,g-hk122,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
375,196,1,,,,1,g-hk123,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
376,198,1,,,,1,g-hk125,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
377,2657,1,,,,1,y-nr518,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
378,199,1,,,,1,g-hk126,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
379,200,1,,,,1,g-hk127,,1,1,,39960,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
380,202,1,,,,1,g-hk129,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
381,1704,1,,,,1,s-it023,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
382,201,1,,,,1,g-hk128,,1,1,,36720,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
383,2656,1,,,,1,y-nr517,,1,1,,32400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
384,810,1,,,,1,i-fr323,,1,1,,64800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
385,1520,1,,,,1,s-fr111,,1,1,,81000,,"2017-03-14 20:09:01","2017-03-14 20:09:01",1
386,811,1,,,,1,i-fr324,,1,1,,64800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
387,706,1,,,,1,i-3s309,,1,1,,10800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
388,1276,1,,,,1,i-yw339,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
389,1277,1,,,,1,i-yw340,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
390,1278,1,,,,1,i-yw341,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
391,814,1,,,,1,i-fr328,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
392,1283,1,,,,1,i-yw346,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
393,1285,1,,,,1,i-yw348,,1,1,,12960,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
394,1286,1,,,,1,i-yw349,,1,1,,10800,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
395,1287,1,,,,1,i-yw350,,1,1,,8640,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
396,1288,1,,,,1,i-yw351,,1,1,,12960,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
397,817,1,,,,1,i-fr331,,1,1,,64800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
398,821,1,,,,1,i-fr335,,1,1,,37800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
399,813,1,,,,1,i-fr327,,1,1,,43200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
400,791,1,,,,1,i-fr304,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
401,792,1,,,,1,i-fr305,,1,1,,108000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
402,793,1,,,,1,i-fr306,,1,1,,118800,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
403,794,1,,,,1,i-fr307,,1,1,,129600,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
404,795,1,,,,1,i-fr308,,1,1,,97200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
405,816,1,,,,1,i-fr330,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
406,835,1,,,,1,i-fr352,,1,1,,70200,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
407,836,1,,,,1,i-fr353,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
408,837,1,,,,1,i-fr354,,1,1,,54000,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
409,838,1,,,,1,i-fr355,,1,1,,86400,0,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
410,839,1,,,,1,i-fr356,,1,1,,48600,,"2017-03-14 20:09:01","2017-03-14 20:09:01",0
