product_id,category_id,rank
146,186,22
146,188,26
146,196,3
146,200,10
146,201,10
147,53,39
147,175,7
147,186,23
147,188,27
147,199,735
147,201,11
148,53,40
148,176,10
148,186,24
148,188,28
148,198,6
148,200,11
149,53,41
149,176,11
149,186,25
149,188,29
149,199,13
149,201,785
150,53,42
150,176,710
150,185,2
150,189,2
150,200,13
150,201,786
151,53,43
151,176,12
151,186,26
151,188,30
151,199,14
152,53,44
152,186,27
152,188,31
152,194,8
152,199,736
152,200,14
152,201,858
153,53,45
153,185,3
153,188,32
153,193,4
153,199,15
154,53,337
154,176,13
154,186,28
154,188,33
154,198,7
155,53,47
155,175,8
155,185,4
155,188,34
155,198,8
156,53,48
156,176,14
156,185,5
156,188,35
156,201,12
157,53,49
157,185,6
157,188,36
157,192,5
157,198,429
157,201,13
158,53,50
158,176,15
158,186,29
158,188,37
158,201,14
159,53,51
159,186,30
159,188,38
159,194,9
159,198,430
159,201,15
160,53,52
160,188,39
160,191,7
160,195,144
160,199,16
161,53,53
161,185,7
161,188,40
161,193,6
161,199,759
161,200,15
161,201,787
162,53,54
162,186,31
162,188,41
162,194,10
162,199,17
162,201,788
163,53,341
163,188,42
163,191,8
163,195,2
163,198,593
163,199,737
164,53,56
164,176,16
164,186,32
164,188,43
164,198,478
164,201,16
165,53,57
165,175,9
165,186,33
165,188,44
165,199,738
165,200,18
166,154,2
166,176,17
166,188,45
166,191,9
166,199,739
167,154,3
167,177,4
167,188,46
167,191,10
167,198,9
168,154,4
168,176,18
168,186,34
168,188,47
168,198,10
169,154,5
169,175,10
169,186,35
169,201,17
170,154,6
170,186,36
170,193,7
170,198,11
171,154,7
171,191,11
171,194,11
171,199,18
172,154,8
172,177,5
172,191,12
172,198,12
173,154,9
173,176,19
173,191,13
173,199,19
174,40,215
174,176,20
174,185,8
174,198,13
175,40,9
175,185,9
175,194,12
175,199,20
176,40,211
176,185,10
176,196,194
176,198,598
176,200,21
177,40,11
177,177,6
177,185,11
177,199,21
178,40,12
178,175,11
178,185,12
178,198,14
179,40,207
179,176,822
179,185,13
179,198,599
179,199,22
180,40,14
180,175,13
180,185,14
180,199,23
181,40,15
181,176,21
181,185,15
181,199,24
182,40,16
182,185,16
182,193,8
182,200,22
183,40,17
183,185,17
183,194,13
183,199,25
184,40,18
184,177,7
184,186,37
184,198,15
185,40,19
185,176,22
185,186,38
185,199,26
186,40,20
186,186,39
186,196,4
186,199,27
187,40,21
187,175,14
187,186,40
187,200,23
188,40,22
188,176,23
188,186,41
188,198,16
189,40,23
189,176,24
189,185,18
189,201,18
190,40,24
190,177,8
190,185,19
190,198,17
191,40,25
191,185,20
191,194,14
191,198,18
192,40,203
192,185,21
192,195,185
192,198,19
192,200,1239
193,40,27
193,185,22
193,192,7
193,198,20
194,40,28
194,175,16
194,185,23
194,198,21
195,40,29
195,176,25
195,185,24
195,199,28
196,40,199
196,185,25
196,192,8
196,198,600
196,199,926
197,40,31
197,175,17
197,185,26
197,198,22
197,200,25
198,40,32
198,176,26
198,185,27
198,200,26
199,40,33
199,185,28
199,196,5
199,198,23
200,40,34
200,175,18
200,185,29
200,200,27
201,40,35
201,176,27
201,185,30
201,198,24
201,200,28
202,40,36
202,176,28
202,185,31
202,198,25
203,40,37
203,185,32
203,194,15
203,200,29
203,201,19
204,50,21
204,185,33
204,188,48
204,194,16
204,199,29
205,50,22
205,175,19
205,180,1
205,188,49
205,200,30
206,50,23
206,176,29
206,185,34
206,188,50
206,198,431
206,201,20
207,50,24
207,176,30
207,180,2
207,188,51
207,199,30
208,50,25
208,180,3
208,189,3
208,193,9
208,200,31
209,50,26
209,186,42
209,188,52
209,196,6
209,200,32
210,50,27
210,176,31
210,185,35
210,188,53
210,199,31
211,50,28
211,185,36
211,188,54
211,194,17
211,199,32
212,50,29
212,185,37
212,188,55
212,196,7
212,200,33
212,201,790
213,50,30
213,176,32
213,180,4
213,188,56
213,199,33
213,201,791
214,50,31
214,176,33
214,180,5
214,189,4
214,200,35
215,50,32
215,185,38
215,188,57
215,194,18
215,199,34
216,50,33
216,175,20
216,185,39
216,188,58
216,201,21
217,50,34
217,175,21
217,180,6
217,189,5
217,201,22
218,50,35
218,180,7
218,188,59
218,196,8
218,201,23
219,50,36
219,185,40
219,188,60
219,193,10
219,201,24
220,50,37
220,175,22
220,180,8
220,188,61
220,201,25
221,50,38
221,185,41
221,188,62
221,192,9
221,201,26
222,50,39
222,176,34
222,185,42
222,188,63
222,201,27
223,50,40
223,185,43
223,188,64
223,193,11
223,200,36
223,201,28
224,50,41
224,185,44
224,188,65
224,195,3
224,201,29
225,50,42
225,176,35
225,180,9
225,188,66
225,201,30
226,50,43
226,177,9
226,185,45
226,188,67
226,201,31
227,50,44
227,176,36
227,180,10
227,188,68
227,200,37
227,201,32
228,50,45
228,185,46
228,188,69
228,193,12
228,199,740
228,201,33
229,50,463
229,177,10
229,186,43
229,188,70
229,199,741
229,201,34
230,50,47
230,176,37
230,186,44
230,188,71
230,201,35
231,50,48
231,185,47
231,188,72
231,194,19
231,201,36
232,50,49
232,180,11
232,188,73
232,196,9
232,201,37
233,50,50
233,185,48
233,188,74
233,195,4
233,201,38
234,50,51
234,185,49
234,188,75
234,193,13
234,201,39
235,50,52
235,175,23
235,185,50
235,188,76
235,201,40
236,50,53
236,177,11
236,185,51
236,188,77
236,200,38
237,50,54
237,177,12
237,185,52
237,188,78
237,198,432
237,201,41
238,50,55
238,185,53
238,188,79
238,195,5
238,199,742
238,201,42
239,50,56
239,185,54
239,188,80
239,193,14
239,200,39
239,201,792
240,50,57
240,185,55
240,188,81
240,194,20
240,199,35
241,50,58
241,176,38
241,185,56
241,188,82
241,200,40
242,50,59
242,185,57
242,188,83
242,194,21
242,199,36
243,50,60
243,176,39
243,185,58
243,188,84
243,200,41
243,201,793
244,50,61
244,185,59
244,188,85
244,193,15
244,199,743
244,201,43
245,50,62
245,180,12
245,188,86
245,195,6
245,200,42
245,201,44
246,50,63
246,185,60
246,188,87
246,192,10
246,199,37
247,50,64
247,176,40
247,185,61
247,188,88
247,200,43
247,201,45
248,50,65
248,185,62
248,188,89
248,195,7
248,200,44
249,50,66
249,176,41
249,185,63
249,188,90
249,199,744
249,201,46
250,50,67
250,185,64
250,188,91
250,196,10
250,200,45
250,201,47
251,50,445
251,176,42
251,185,65
251,188,92
251,199,745
251,201,48
252,50,69
252,177,13
252,186,45
252,188,93
252,199,746
252,201,49
253,50,70
253,186,46
253,188,94
253,194,22
253,199,747
253,201,50
254,50,71
254,185,66
254,188,95
254,196,11
254,198,433
254,201,51
255,50,72
255,175,24
255,185,67
255,188,96
255,199,38
256,50,73
256,186,47
256,188,97
256,195,8
256,199,39
257,32,1
257,50,2
257,174,3
257,176,4
257,178,5
257,181,6
257,186,7
257,189,8
257,197,9
257,199,10
258,50,75
258,176,44
258,185,68
258,188,98
258,199,41
258,201,794
259,50,76
259,177,14
259,185,69
259,188,99
259,200,47
259,201,52
260,50,77
260,185,70
260,188,100
260,194,23
260,199,748
260,201,53
261,50,78
261,177,15
261,186,49
261,189,7
261,200,48
262,50,79
262,185,71
262,188,101
262,194,24
262,199,42
263,32,1
263,50,2
263,174,3
263,175,4
263,178,5
263,181,6
263,186,7
263,188,8
263,197,9
263,200,10
263,216,11
263,217,12
264,50,81
264,177,16
264,185,72
264,188,103
264,200,50
265,31,1
266,31,11
266,32,1
266,50,2
266,174,7
266,178,3
266,181,5
266,185,4
266,188,6
266,195,8
266,197,9
266,200,10
267,32,1
267,50,2
267,174,3
267,177,4
267,178,5
267,181,6
267,185,7
267,188,8
267,197,9
267,199,10
267,216,11
267,218,12
268,50,85
268,185,76
268,188,106
268,196,12
268,201,54
269,31,12
269,32,1
269,50,2
269,174,7
269,178,3
269,180,4
269,181,5
269,188,6
269,194,8
269,197,9
269,199,10
269,200,11
270,50,87
270,175,26
270,186,51
270,188,108
270,199,46
270,201,795
271,49,1
271,180,14
271,188,109
271,193,16
271,201,55
272,49,2
272,175,27
272,180,15
272,188,110
272,201,56
273,49,3
273,176,45
273,180,16
273,188,111
273,200,53
274,49,4
274,180,17
274,188,112
274,193,17
274,200,54
275,49,5
275,180,18
275,187,2
275,193,18
275,200,55
276,49,6
276,176,46
276,180,19
276,188,113
276,200,56
277,49,7
277,176,47
277,180,20
277,188,114
277,200,57
278,49,8
278,180,21
278,188,115
278,196,13
278,200,58
279,49,9
279,176,48
279,180,22
279,188,116
279,200,59
280,49,10
280,180,23
280,188,117
280,193,19
280,200,60
281,49,11
281,180,24
281,188,118
281,192,11
281,200,61
282,49,12
282,175,28
282,180,25
282,188,119
282,200,62
283,51,98
283,185,77
283,188,120
283,193,20
283,200,1234
284,51,101
284,175,29
284,185,78
284,188,121
284,199,925
285,51,3
285,176,49
285,185,79
285,188,122
285,201,59
286,51,109
286,185,80
286,188,123
286,196,192
286,201,60
287,51,5
287,176,51
287,185,81
287,188,124
287,201,61
288,51,6
288,176,52
288,185,82
288,188,125
288,201,62
289,51,7
289,185,83
289,188,126
289,193,21
289,201,63
290,51,8
290,175,30
290,185,84
290,188,127
290,201,64
291,51,9
291,185,85
291,188,128
291,193,22
291,201,65
292,51,10
292,176,53
292,185,86
292,188,129
292,201,66
293,51,11
293,185,87
293,188,130
293,196,14
293,201,67
294,51,12
294,185,88
294,188,131
294,196,15
294,201,68
295,51,13
295,176,54
295,185,89
295,188,132
295,201,69
296,51,14
296,176,55
296,185,90
296,188,133
296,201,70
297,51,15
297,176,56
297,185,91
297,188,134
297,201,71
298,51,16
298,176,57
298,185,92
298,188,135
298,201,72
299,51,17
299,176,58
299,185,93
299,188,136
299,201,73
300,48,1
300,179,579
300,188,137
300,196,16
300,198,26
301,48,2
301,175,31
301,179,580
301,188,138
301,198,27
301,200,1000
302,48,3
302,179,581
302,188,139
302,196,17
302,200,64
303,48,4
303,179,582
303,188,140
303,194,27
303,199,47
304,48,5
304,179,583
304,188,141
304,192,12
304,201,74
305,48,6
305,179,584
305,188,142
305,194,28
305,198,28
306,48,7
306,179,585
306,188,143
306,196,18
306,198,29
307,48,8
307,179,586
307,188,144
307,192,13
307,200,65
308,48,9
308,179,587
308,188,145
308,194,29
308,200,66
309,48,10
309,176,59
309,179,588
309,188,146
309,198,30
310,48,11
310,176,60
310,179,589
310,188,147
310,198,31
311,48,12
311,179,590
311,188,148
311,195,10
311,198,32
312,48,13
312,176,61
312,179,591
312,188,149
312,198,33
313,48,14
313,176,62
313,179,592
313,188,150
313,198,34
314,48,15
314,175,32
314,179,1
314,188,151
314,198,35
315,48,16
315,176,63
315,180,40
315,188,152
315,198,36
316,48,17
316,176,64
316,180,41
316,188,153
316,198,37
317,48,18
317,176,65
317,180,42
317,188,154
317,200,67
318,48,19
318,175,33
318,179,593
318,188,155
318,198,38
319,48,20
319,175,34
319,180,44
319,188,156
319,198,39
320,48,21
320,176,66
320,179,594
320,188,157
320,198,40
321,48,22
321,179,595
321,188,158
321,192,14
321,200,68
322,48,23
322,180,47
322,188,159
322,193,23
322,200,69
323,48,24
323,179,596
323,188,160
323,196,19
323,198,41
324,48,25
324,176,67
324,179,597
324,188,161
324,198,42
325,48,26
325,179,598
325,188,162
325,194,30
325,198,43
326,48,27
326,175,35
326,180,51
326,188,163
326,200,70
327,48,28
327,180,52
327,188,164
327,195,11
327,198,44
328,48,29
328,175,36
328,179,2
328,188,165
328,200,71
329,48,30
329,175,37
329,180,53
329,188,166
329,200,72
330,48,31
330,180,54
330,188,167
330,193,24
330,198,435
330,200,73
331,48,32
331,180,55
331,188,168
331,194,31
331,198,45
332,48,33
332,180,56
332,188,169
332,193,25
332,200,74
333,48,34
333,175,38
333,180,57
333,188,170
333,200,75
334,48,35
334,180,58
334,188,171
334,192,15
334,200,76
335,48,36
335,176,68
335,179,3
335,188,172
335,200,77
336,48,37
336,180,59
336,188,173
336,194,32
336,199,48
337,48,38
337,180,60
337,188,174
337,192,16
337,199,49
338,48,39
338,175,39
338,180,61
338,188,175
338,199,50
339,48,40
339,176,69
339,180,62
339,188,176
339,199,51
340,48,41
340,179,4
340,188,177
340,192,17
340,200,78
341,48,42
341,180,63
341,188,178
341,196,20
341,200,79
342,48,43
342,180,64
342,188,179
342,194,33
342,200,80
343,48,44
343,180,65
343,188,180
343,195,12
343,199,52
344,48,45
344,180,66
344,188,181
344,192,18
344,199,53
345,48,46
345,175,40
345,180,67
345,188,182
345,198,46
346,48,47
346,180,68
346,188,183
346,195,13
346,200,81
347,48,48
347,176,70
347,180,69
347,188,184
347,200,82
348,48,49
348,180,70
348,188,185
348,194,34
348,198,47
349,48,50
349,180,71
349,188,186
349,194,35
349,200,83
350,48,51
350,180,72
350,188,187
350,195,14
350,200,84
351,48,52
351,180,73
351,188,188
351,194,36
351,199,54
352,48,53
352,175,41
352,180,74
352,188,189
352,200,85
353,48,54
353,180,75
353,188,190
353,192,19
353,200,86
354,48,55
354,177,18
354,180,76
354,188,191
354,200,87
355,52,7
355,185,94
355,189,9
355,194,37
355,201,75
356,32,1
356,52,2
356,174,7
356,178,3
356,181,5
356,185,4
356,188,6
356,194,8
356,197,9
356,199,10
357,52,148
357,186,52
357,188,193
357,194,39
357,199,921
358,52,140
358,185,96
358,188,194
358,194,40
358,201,78
359,52,11
359,185,97
359,189,10
359,194,41
359,201,79
360,52,144
360,185,98
360,188,195
360,194,42
360,199,922
361,32,1
361,52,2
361,174,3
361,178,4
361,181,5
361,185,6
361,188,7
361,194,8
361,197,9
361,199,10
362,52,14
362,185,100
362,189,11
362,194,44
362,201,82
363,52,15
363,185,101
363,189,12
363,194,45
363,201,83
364,52,16
364,185,102
364,188,197
364,194,46
364,201,84
365,52,17
365,185,103
365,188,198
365,194,47
365,201,85
366,52,18
366,185,104
366,189,13
366,194,48
366,201,86
367,52,19
367,185,105
367,188,199
367,194,49
367,201,87
368,52,20
368,185,106
368,188,200
368,194,50
368,201,88
369,52,21
369,185,107
369,188,201
369,194,51
369,201,89
370,52,22
370,180,77
370,188,202
370,194,52
370,201,90
371,52,23
371,185,108
371,188,203
371,194,53
371,201,91
372,52,24
372,185,109
372,188,204
372,194,54
372,201,92
373,52,25
373,185,110
373,188,205
373,194,55
373,201,93
374,52,26
374,186,53
374,188,206
374,194,56
374,201,94
375,52,27
375,185,111
375,188,207
375,194,57
375,201,95
376,52,28
376,185,112
376,188,208
376,194,58
376,201,96
377,52,29
377,185,113
377,188,209
377,194,59
377,201,97
378,52,30
378,180,78
378,189,14
378,194,60
378,201,98
379,52,31
379,185,114
379,188,210
379,194,61
379,201,99
380,52,32
380,185,115
380,188,211
380,194,62
380,201,100
381,39,75
381,185,116
381,187,96
381,188,1875
381,194,63
381,201,101
382,39,4
382,177,19
382,185,117
382,201,102
383,39,5
383,176,71
383,185,118
383,201,103
384,39,6
384,185,119
384,192,20
384,201,104
385,39,80
385,176,72
385,185,120
385,188,1874
385,199,929
386,41,3
386,175,42
386,185,121
386,189,15
386,201,106
387,41,4
387,175,43
387,185,122
387,201,107
388,41,5
388,185,123
388,189,16
388,192,21
388,201,108
389,41,6
389,185,124
389,192,22
389,201,109
390,41,7
390,185,125
390,189,17
390,195,15
390,201,110
391,41,8
391,185,126
391,195,16
391,201,111
392,41,9
392,185,127
392,189,18
392,196,21
392,201,112
393,41,10
393,185,128
393,196,22
393,201,113
394,41,11
394,185,129
394,189,19
394,195,17
394,201,114
395,41,12
395,185,130
395,195,18
395,201,115
396,41,13
396,185,131
396,189,20
396,195,19
396,201,116
397,41,14
397,185,132
397,189,21
397,195,20
397,201,117
398,41,15
398,175,44
398,185,133
398,189,22
398,201,118
399,41,16
399,175,45
399,185,134
399,189,23
399,201,119
400,41,17
400,175,46
400,180,79
400,189,24
400,201,120
401,41,18
401,175,47
401,180,80
401,201,121
402,41,19
402,180,81
402,189,25
402,195,21
402,201,122
403,41,20
403,180,82
403,195,22
403,201,123
404,41,21
404,180,83
404,188,212
404,195,23
404,201,124
405,41,22
405,180,84
405,189,26
405,194,64
405,201,125
406,39,68
406,175,48
406,185,135
406,187,95
406,199,928
407,39,9
407,176,73
407,185,136
407,201,127
408,39,10
408,185,137
408,192,23
408,201,128
409,39,11
409,185,138
409,194,65
409,201,129
410,39,72
410,177,20
410,185,139
410,188,1873
410,201,130
411,39,13
411,175,49
411,185,140
411,201,131
412,45,9
412,176,74
412,185,141
412,188,213
412,198,48
413,45,10
413,185,142
413,188,214
413,193,26
413,200,88
414,45,11
414,185,143
414,188,215
414,195,24
414,200,89
415,45,12
415,176,75
415,185,144
415,188,216
415,201,132
416,45,13
416,185,145
416,188,217
416,195,25
416,200,90
417,45,14
417,175,50
417,185,146
417,188,218
417,201,133
418,45,15
418,176,76
418,185,147
418,188,219
418,201,134
419,45,16
419,185,148
419,188,220
419,196,23
419,201,135
420,45,17
420,175,51
420,180,85
420,188,221
420,201,136
421,45,18
421,185,149
421,188,222
421,193,27
421,201,137
422,45,19
422,176,77
422,185,150
422,188,223
422,201,138
423,45,20
423,185,151
423,188,224
423,193,28
423,199,55
424,45,21
424,176,78
424,180,86
424,189,27
424,201,139
425,45,22
425,176,79
425,180,87
425,188,225
425,201,140
426,45,23
426,175,52
426,185,152
426,188,226
426,201,141
427,45,24
427,176,80
427,185,153
427,188,227
427,199,56
428,45,25
428,176,81
428,185,154
428,188,228
428,201,142
429,45,26
429,175,53
429,185,155
429,188,229
429,201,143
430,45,27
430,185,156
430,188,230
430,193,29
430,201,144
431,45,28
431,185,157
431,189,28
431,195,26
431,200,91
432,45,29
432,175,54
432,180,88
432,189,29
432,201,145
433,45,30
433,177,21
433,180,89
433,188,231
433,200,92
434,45,31
434,175,55
434,185,158
434,188,232
434,198,49
435,45,32
435,176,82
435,185,159
435,188,233
435,200,93
436,45,33
436,177,22
436,185,160
436,188,234
436,201,146
437,45,34
437,176,83
437,185,161
437,189,30
437,200,94
438,45,35
438,185,162
438,188,235
438,194,66
438,200,95
439,45,36
439,185,163
439,188,236
439,195,27
439,200,96
440,45,37
440,185,164
440,188,237
440,195,28
440,200,97
441,45,38
441,185,165
441,188,238
441,196,24
441,201,147
442,45,39
442,185,166
442,188,239
442,196,25
442,201,148
443,45,40
443,185,167
443,188,240
443,195,29
443,200,98
444,45,41
444,179,5
444,188,241
444,195,30
444,200,99
445,45,42
445,179,6
445,188,242
445,195,31
445,200,100
446,45,43
446,177,23
446,179,7
446,188,243
446,198,50
447,45,44
447,176,84
447,179,8
447,188,244
447,198,51
448,45,45
448,179,9
448,188,245
448,192,24
448,198,52
449,45,46
449,179,10
449,188,246
449,194,67
449,200,101
450,45,47
450,175,56
450,179,11
450,188,247
450,198,53
451,45,48
451,179,12
451,188,248
451,194,68
451,198,54
452,45,49
452,177,24
452,180,90
452,188,249
452,198,55
453,45,50
453,176,85
453,180,91
453,188,250
453,198,56
454,45,51
454,180,92
454,188,251
454,196,26
454,200,102
455,45,52
455,177,25
455,180,93
455,188,252
455,200,103
456,45,53
456,176,86
456,180,94
456,188,253
456,198,57
457,45,54
457,180,95
457,188,254
457,194,69
457,198,58
458,45,55
458,176,87
458,180,96
458,188,255
458,199,57
459,45,56
459,176,88
459,180,97
459,188,256
459,200,104
460,45,57
460,180,98
460,188,257
460,195,32
460,200,105
461,45,58
461,175,57
461,180,99
461,188,258
461,200,106
462,45,59
462,180,100
462,188,259
462,195,33
462,200,107
463,45,60
463,180,101
463,188,260
463,194,70
463,198,59
464,45,61
464,180,102
464,189,31
464,195,34
464,200,108
465,45,62
465,180,103
465,188,261
465,193,30
465,198,60
465,201,798
466,45,63
466,180,104
466,188,262
466,196,27
466,200,110
467,45,64
467,180,105
467,188,263
467,195,35
467,200,111
468,45,65
468,176,89
468,180,106
468,187,3
468,198,61
469,45,66
469,175,58
469,180,107
469,188,264
469,200,112
470,45,67
470,177,26
470,180,108
470,188,265
470,198,62
471,45,68
471,177,27
471,180,109
471,188,266
471,200,113
472,45,69
472,176,90
472,180,110
472,188,267
472,200,114
473,45,70
473,177,28
473,180,111
473,188,268
473,200,115
474,44,391
474,176,91
474,185,168
474,188,269
474,201,149
475,44,390
475,175,59
475,180,112
475,188,270
475,201,150
476,44,389
476,186,54
476,188,271
476,194,71
476,201,151
477,44,388
477,185,169
477,188,272
477,193,31
477,201,152
478,44,387
478,177,29
478,185,170
478,188,273
478,201,153
479,44,386
479,185,171
479,188,274
479,195,36
479,201,154
480,44,385
480,176,92
480,180,113
480,188,275
480,201,155
481,44,384
481,176,93
481,186,55
481,188,276
481,201,156
482,44,383
482,186,56
482,188,277
482,193,32
482,201,157
483,44,382
483,175,60
483,185,172
483,188,278
483,199,58
484,44,381
484,180,114
484,188,279
484,193,33
484,201,158
485,44,380
485,176,94
485,180,115
485,188,280
485,201,159
486,44,379
486,175,61
486,180,116
486,188,281
486,199,59
486,201,160
487,44,378
487,180,117
487,188,282
487,194,72
487,199,60
487,201,161
488,44,377
488,180,118
488,189,32
488,196,28
488,200,116
489,44,376
489,185,173
489,188,283
489,194,73
489,200,117
490,44,375
490,180,119
490,188,284
490,192,25
490,199,61
491,44,374
491,180,120
491,188,285
491,193,34
491,199,62
492,44,373
492,180,121
492,188,286
492,195,37
492,200,118
493,44,372
493,175,62
493,186,57
493,188,287
493,199,63
494,44,371
494,185,174
494,188,288
494,194,74
494,199,64
495,44,370
495,177,30
495,185,175
495,188,289
495,199,65
496,44,369
496,175,63
496,185,176
496,188,290
496,201,162
497,44,368
497,185,177
497,188,291
497,196,29
497,199,66
498,44,367
498,185,178
498,188,292
498,194,75
498,200,119
499,44,366
499,186,58
499,188,293
499,196,30
499,199,67
500,44,365
500,185,179
500,188,294
500,196,31
500,200,120
501,44,364
501,176,95
501,185,180
501,188,295
501,200,121
502,44,363
502,185,181
502,188,296
502,195,38
502,200,122
503,44,362
503,185,182
503,188,297
503,193,35
503,198,63
503,200,123
504,44,361
504,176,96
504,185,183
504,188,298
504,201,163
505,44,360
505,175,64
505,180,122
505,188,299
505,201,164
506,44,359
506,175,65
506,180,123
506,188,300
506,201,165
507,44,358
507,175,66
507,185,184
507,188,301
507,201,166
508,44,357
508,177,31
508,185,185
508,188,302
508,200,124
509,44,356
509,175,67
509,185,186
509,188,303
509,201,167
510,44,355
510,185,187
510,188,304
510,194,76
510,201,168
511,44,354
511,176,97
511,180,124
511,188,305
511,198,64
511,201,169
512,44,353
512,185,188
512,188,306
512,194,77
512,201,170
513,44,352
513,185,189
513,188,307
513,196,32
513,201,171
514,44,351
514,175,68
514,185,190
514,188,308
514,200,125
515,44,350
515,176,98
515,186,59
515,188,309
515,199,68
516,44,349
516,185,191
516,188,310
516,193,36
516,200,126
516,201,172
517,44,348
517,176,99
517,180,125
517,188,311
517,201,173
518,44,347
518,175,69
518,180,126
518,188,312
518,199,69
519,44,346
519,176,100
519,180,127
519,188,313
519,201,174
520,44,345
520,175,70
520,180,128
520,189,33
520,200,127
521,44,344
521,177,32
521,180,129
521,188,314
521,199,70
522,44,343
522,180,130
522,188,315
522,193,37
522,201,175
523,44,342
523,175,71
523,179,13
523,188,316
523,198,65
524,44,341
524,175,72
524,180,131
524,188,317
524,200,128
525,44,340
525,180,132
525,188,318
525,194,78
525,198,66
526,44,339
526,179,14
526,188,319
526,196,33
526,198,67
527,44,338
527,176,101
527,179,15
527,188,320
527,198,68
528,44,337
528,175,73
528,179,16
528,188,321
528,198,69
529,44,336
529,175,74
529,180,133
529,188,322
529,198,70
530,44,335
530,180,134
530,188,323
530,194,79
530,198,71
531,44,334
531,175,75
531,179,17
531,188,324
531,198,72
532,44,333
532,179,18
532,188,325
532,193,38
532,198,73
533,44,332
533,176,102
533,180,135
533,188,326
533,200,129
534,44,331
534,177,33
534,179,19
534,188,327
534,200,130
535,44,330
535,176,103
535,180,136
535,188,328
535,200,131
536,44,329
536,175,76
536,180,137
536,188,329
536,200,132
537,47,1
537,180,138
537,188,330
537,194,80
537,200,133
538,47,2
538,180,139
538,188,331
538,193,39
538,200,134
539,47,3
539,175,77
539,180,140
539,188,332
539,200,135
540,47,4
540,175,78
540,180,141
540,188,333
540,200,136
541,47,5
541,180,142
541,188,334
541,195,39
541,200,137
542,47,6
