product_stock_id,product_class_id,creator_id,stock,create_date,update_date
151,320,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
152,321,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
153,322,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
154,323,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
155,324,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
156,325,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
157,326,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
158,327,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
159,328,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
160,329,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
161,330,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
162,331,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
163,332,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
164,333,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
165,334,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
166,335,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
167,336,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
168,337,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
169,338,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
170,339,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
171,340,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
172,341,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
173,342,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
174,343,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
175,344,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
176,345,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
177,346,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
178,347,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
179,348,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
180,349,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
181,350,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
182,351,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
183,352,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
184,353,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
185,354,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
186,355,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
187,356,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
188,357,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
189,358,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
190,359,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
191,360,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
192,361,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
193,362,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
194,363,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
195,364,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
196,365,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
197,366,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
198,367,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
199,368,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
200,369,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
201,370,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
202,371,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
203,372,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
204,373,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
205,374,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
206,375,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
207,376,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
208,377,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
209,378,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
210,379,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
211,380,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
212,381,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
213,382,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
214,383,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
215,384,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
216,385,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
217,386,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
218,387,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
219,388,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
220,389,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
221,390,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
222,391,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
223,392,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
224,393,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
225,394,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
226,395,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
227,396,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
228,397,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
229,398,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
230,399,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
231,400,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
232,401,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
233,402,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
234,403,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
235,404,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
236,405,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
237,406,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
238,407,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
239,408,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
240,409,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
241,410,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
242,411,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
243,412,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
244,413,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
245,414,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
246,415,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
247,416,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
248,417,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
249,418,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
250,419,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
251,420,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
252,421,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
253,422,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
254,423,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
255,424,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
256,425,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
257,426,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
258,427,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
259,428,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
260,429,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
261,430,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
262,431,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
263,432,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
264,433,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
265,434,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
266,435,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
267,436,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
268,437,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
269,438,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
270,439,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
271,440,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
272,441,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
273,442,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
274,443,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
275,444,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
276,445,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
277,446,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
278,447,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
279,448,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
280,449,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
281,450,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
282,451,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
283,452,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
284,453,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
285,454,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
286,455,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
287,456,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
288,457,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
289,458,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
290,459,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
291,460,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
292,461,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
293,462,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
294,463,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
295,464,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
296,465,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
297,466,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
298,467,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
299,468,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
300,469,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
301,470,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
302,471,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
303,472,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
304,473,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
305,474,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
306,475,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
307,476,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
308,477,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
309,478,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
310,479,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
311,480,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
312,481,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
313,482,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
314,483,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
315,484,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
316,485,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
317,486,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
318,487,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
319,488,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
320,489,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
321,490,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
322,491,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
323,492,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
324,493,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
325,494,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
326,495,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
327,496,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
328,497,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
329,498,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
330,499,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
331,500,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
332,501,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
333,502,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
334,503,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
335,504,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
336,505,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
337,506,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
338,507,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
339,508,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
340,509,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
341,510,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
342,511,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
343,512,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
344,513,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
345,514,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
346,515,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
347,516,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
348,517,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
349,518,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
350,519,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
351,520,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
352,521,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
353,522,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
354,523,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
355,524,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
356,525,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
357,526,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
358,527,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
359,528,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
360,529,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
361,530,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
362,531,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
363,532,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
364,533,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
365,534,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
366,535,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
367,536,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
368,537,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
369,538,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
370,539,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
371,540,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
372,541,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
373,542,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
374,543,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
375,544,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
376,545,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
377,546,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
378,547,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
379,548,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
380,549,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
381,550,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
382,551,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
383,552,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
384,553,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
385,554,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
386,555,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
387,556,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
388,557,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
389,558,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
390,559,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
391,560,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
392,561,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
393,562,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
394,563,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
395,564,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
396,565,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
397,566,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
398,567,1,,"2017-03-14 20:09:19","2017-03-14 20:09:19"
